,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
21,5.0,25.0,5.0,5.0,5.0,15.0,5.0,17.0,5.0,4.0,5.0,5.0,5.0,37.0,5.0,51.0
22,5.0,25.0,5.0,5.0,5.0,15.0,5.0,28.0,5.0,23.0,5.0,5.0,5.0,37.0,5.0,37.0
23,5.0,25.0,5.0,0.0,5.0,30.0,5.0,0.0,5.0,17.0,5.0,5.0,5.0,22.0,5.0,12.0
24,5.0,25.0,5.0,15.0,5.0,15.0,5.0,10.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
25,5.0,25.0,5.0,1.0,5.0,15.0,5.0,17.0,5.0,17.0,5.0,1.0,5.0,21.0,5.0,37.0
26,5.0,25.0,5.0,5.0,5.0,10.0,5.0,17.0,5.0,17.0,5.0,20.0,5.0,37.0,5.0,28.0
27,5.0,25.0,5.0,5.0,5.0,10.0,5.0,24.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
28,5.0,25.0,5.0,5.0,5.0,15.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
29,5.0,25.0,5.0,1.0,5.0,20.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,41.0
30,5.0,25.0,5.0,0.0,5.0,15.0,5.0,18.0,5.0,8.0,5.0,0.0,5.0,37.0,5.0,37.0
31,5.0,25.0,5.0,5.0,5.0,25.0,5.0,17.0,5.0,8.0,5.0,5.0,5.0,37.0,5.0,37.0
32,5.0,25.0,5.0,10.0,5.0,15.0,5.0,17.0,5.0,38.0,5.0,5.0,5.0,1.0,5.0,31.0
33,5.0,25.0,5.0,5.0,5.0,16.0,5.0,12.0,5.0,25.0,5.0,5.0,5.0,37.0,5.0,37.0
34,5.0,25.0,5.0,0.0,5.0,5.0,5.0,17.0,5.0,24.0,5.0,5.0,5.0,10.0,5.0,39.0
35,5.0,25.0,5.0,5.0,5.0,5.0,5.0,18.0,5.0,27.0,5.0,5.0,5.0,37.0,5.0,37.0
36,5.0,25.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
37,5.0,25.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,25.0,5.0,5.0,5.0,37.0,5.0,38.0
38,5.0,25.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,27.0,5.0,5.0,5.0,37.0,5.0,37.0
39,5.0,25.0,5.0,5.0,5.0,10.0,5.0,17.0,5.0,17.0,5.0,4.0,5.0,37.0,5.0,37.0
40,2.0,5.0,2.0,5.0,2.0,13.0,2.0,9.0,2.0,17.0,2.0,5.0,2.0,37.0,2.0,37.0
41,2.0,5.0,2.0,5.0,2.0,24.0,2.0,17.0,2.0,22.0,2.0,5.0,2.0,27.0,2.0,29.0
42,2.0,5.0,2.0,5.0,2.0,5.0,2.0,32.0,2.0,17.0,2.0,5.0,2.0,25.0,2.0,37.0
43,2.0,5.0,2.0,5.0,2.0,5.0,2.0,22.0,2.0,17.0,2.0,5.0,2.0,37.0,2.0,8.0
44,2.0,11.0,2.0,5.0,2.0,5.0,2.0,17.0,2.0,7.0,2.0,5.0,2.0,37.0,2.0,0.0
45,2.0,4.0,2.0,15.0,2.0,5.0,2.0,17.0,2.0,17.0,2.0,5.0,2.0,37.0,2.0,37.0
46,2.0,5.0,2.0,6.0,2.0,5.0,2.0,2.0,2.0,17.0,2.0,15.0,2.0,28.0,2.0,42.0
47,2.0,1.0,2.0,5.0,2.0,5.0,2.0,27.0,2.0,3.0,2.0,5.0,2.0,37.0,2.0,9.0
48,2.0,4.0,2.0,5.0,2.0,5.0,2.0,13.0,2.0,17.0,2.0,15.0,2.0,38.0,2.0,37.0
49,5.0,5.0,5.0,4.0,5.0,5.0,5.0,17.0,5.0,35.0,5.0,5.0,5.0,37.0,5.0,22.0
50,15.0,5.0,15.0,5.0,15.0,5.0,15.0,18.0,15.0,17.0,15.0,15.0,15.0,16.0,15.0,37.0
51,15.0,5.0,15.0,5.0,15.0,5.0,15.0,23.0,15.0,17.0,15.0,5.0,15.0,1.0,15.0,37.0
52,15.0,5.0,15.0,5.0,15.0,5.0,15.0,18.0,15.0,13.0,15.0,5.0,15.0,4.0,15.0,0.0
53,15.0,5.0,15.0,3.0,15.0,5.0,15.0,28.0,15.0,17.0,15.0,5.0,15.0,8.0,15.0,37.0
54,15.0,10.0,15.0,0.0,15.0,5.0,15.0,12.0,15.0,17.0,15.0,0.0,15.0,49.0,15.0,37.0
55,15.0,5.0,15.0,5.0,15.0,5.0,15.0,17.0,15.0,9.0,15.0,5.0,15.0,37.0,15.0,33.0
56,15.0,5.0,15.0,5.0,15.0,5.0,15.0,22.0,15.0,17.0,15.0,5.0,15.0,20.0,15.0,0.0
57,15.0,5.0,15.0,5.0,15.0,0.0,15.0,39.0,15.0,17.0,15.0,5.0,15.0,37.0,15.0,37.0
58,15.0,5.0,15.0,5.0,15.0,5.0,15.0,30.0,15.0,14.0,15.0,5.0,15.0,38.0,15.0,0.0
59,1.0,6.0,1.0,0.0,1.0,10.0,1.0,13.0,1.0,14.0,1.0,5.0,1.0,37.0,1.0,37.0
60,5.0,10.0,5.0,10.0,5.0,5.0,5.0,17.0,5.0,12.0,5.0,0.0,5.0,37.0,5.0,37.0
61,5.0,5.0,5.0,14.0,5.0,10.0,5.0,17.0,5.0,13.0,5.0,5.0,5.0,10.0,5.0,37.0
62,5.0,5.0,5.0,15.0,5.0,5.0,5.0,19.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,33.0
63,5.0,5.0,5.0,11.0,5.0,5.0,5.0,6.0,5.0,12.0,5.0,1.0,5.0,0.0,5.0,37.0
64,5.0,5.0,5.0,5.0,5.0,10.0,5.0,40.0,5.0,22.0,5.0,5.0,5.0,17.0,5.0,5.0
65,5.0,15.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,13.0,5.0,37.0
66,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,5.0,7.0,5.0,5.0,5.0,41.0,5.0,32.0
67,5.0,5.0,5.0,1.0,5.0,5.0,5.0,17.0,5.0,10.0,5.0,0.0,5.0,5.0,5.0,28.0
68,5.0,5.0,5.0,6.0,5.0,5.0,5.0,15.0,5.0,23.0,5.0,5.0,5.0,39.0,5.0,37.0
69,5.0,5.0,5.0,13.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,30.0
70,10.0,15.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,34.0,10.0,5.0,10.0,20.0,10.0,37.0
71,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,12.0,5.0,5.0,5.0,5.0,5.0,33.0
72,5.0,5.0,5.0,5.0,5.0,5.0,5.0,34.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,37.0
73,5.0,1.0,5.0,12.0,5.0,5.0,5.0,34.0,5.0,17.0,5.0,16.0,5.0,0.0,5.0,0.0
74,5.0,5.0,5.0,5.0,5.0,5.0,5.0,34.0,5.0,18.0,5.0,7.0,5.0,37.0,5.0,33.0
75,5.0,5.0,5.0,17.0,5.0,5.0,5.0,34.0,5.0,23.0,5.0,0.0,5.0,37.0,5.0,37.0
76,5.0,10.0,5.0,5.0,5.0,5.0,5.0,34.0,5.0,17.0,5.0,5.0,5.0,45.0,5.0,28.0
77,5.0,5.0,5.0,20.0,5.0,5.0,5.0,34.0,5.0,37.0,5.0,11.0,5.0,38.0,5.0,37.0
78,5.0,10.0,5.0,5.0,5.0,5.0,5.0,34.0,5.0,17.0,5.0,5.0,5.0,1.0,5.0,37.0
79,2.0,10.0,2.0,6.0,2.0,5.0,2.0,34.0,2.0,21.0,2.0,0.0,2.0,37.0,2.0,37.0
80,2.0,5.0,2.0,5.0,2.0,5.0,2.0,34.0,2.0,12.0,2.0,5.0,2.0,18.0,2.0,1.0
81,2.0,5.0,2.0,10.0,2.0,5.0,2.0,17.0,2.0,6.0,2.0,5.0,2.0,11.0,2.0,37.0
82,2.0,5.0,2.0,10.0,2.0,5.0,2.0,17.0,2.0,17.0,2.0,15.0,2.0,38.0,2.0,37.0
83,2.0,0.0,2.0,5.0,2.0,5.0,2.0,17.0,2.0,21.0,2.0,5.0,2.0,28.0,2.0,37.0
84,2.0,5.0,2.0,5.0,2.0,10.0,2.0,17.0,2.0,5.0,2.0,19.0,2.0,37.0,2.0,37.0
85,2.0,5.0,2.0,5.0,2.0,5.0,2.0,17.0,2.0,17.0,2.0,5.0,2.0,37.0,2.0,37.0
86,2.0,15.0,2.0,5.0,2.0,5.0,2.0,17.0,2.0,17.0,2.0,5.0,2.0,13.0,2.0,33.0
87,2.0,5.0,2.0,5.0,2.0,5.0,2.0,17.0,2.0,17.0,2.0,5.0,2.0,8.0,2.0,37.0
88,5.0,16.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,18.0,5.0,5.0,5.0,37.0,5.0,5.0
89,5.0,10.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
90,5.0,9.0,5.0,10.0,5.0,15.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
91,5.0,19.0,5.0,4.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
92,0.0,0.0,0.0,5.0,0.0,5.0,0.0,17.0,0.0,8.0,0.0,10.0,0.0,10.0,0.0,1.0
93,5.0,20.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,10.0
94,5.0,20.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,22.0,5.0,0.0,5.0,27.0,5.0,38.0
95,5.0,20.0,5.0,5.0,5.0,5.0,5.0,23.0,5.0,1.0,5.0,10.0,5.0,38.0,5.0,37.0
96,9.0,20.0,9.0,11.0,9.0,5.0,9.0,17.0,9.0,6.0,9.0,3.0,9.0,37.0,9.0,37.0
97,5.0,20.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,11.0
98,6.0,20.0,6.0,5.0,6.0,7.0,6.0,17.0,6.0,17.0,6.0,5.0,6.0,37.0,6.0,37.0
99,5.0,20.0,5.0,10.0,5.0,15.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
100,5.0,20.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,19.0,5.0,15.0,5.0,37.0,5.0,0.0
101,5.0,20.0,5.0,1.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,16.0,5.0,37.0,5.0,37.0
102,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,6.0
103,5.0,5.0,5.0,0.0,5.0,7.0,5.0,8.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,0.0
104,5.0,5.0,5.0,6.0,5.0,7.0,5.0,8.0,5.0,17.0,5.0,5.0,5.0,4.0,5.0,31.0
105,5.0,5.0,5.0,5.0,5.0,7.0,5.0,38.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,8.0
106,5.0,5.0,5.0,10.0,5.0,6.0,5.0,25.0,5.0,17.0,5.0,10.0,5.0,37.0,5.0,31.0
107,5.0,5.0,5.0,5.0,5.0,7.0,5.0,24.0,5.0,12.0,5.0,1.0,5.0,37.0,5.0,5.0
108,15.0,5.0,15.0,5.0,15.0,7.0,15.0,27.0,15.0,43.0,15.0,10.0,15.0,51.0,15.0,7.0
109,16.0,5.0,16.0,5.0,16.0,0.0,16.0,17.0,16.0,12.0,16.0,5.0,16.0,37.0,16.0,31.0
110,5.0,6.0,5.0,5.0,5.0,6.0,5.0,25.0,5.0,18.0,5.0,5.0,5.0,25.0,5.0,31.0
111,0.0,6.0,0.0,5.0,0.0,7.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,33.0,0.0,31.0
112,5.0,5.0,5.0,5.0,5.0,0.0,5.0,17.0,5.0,50.0,5.0,4.0,5.0,51.0,5.0,31.0
113,0.0,5.0,0.0,5.0,0.0,7.0,0.0,17.0,0.0,12.0,0.0,5.0,0.0,37.0,0.0,21.0
114,14.0,5.0,14.0,6.0,14.0,10.0,14.0,22.0,14.0,17.0,14.0,5.0,14.0,37.0,14.0,37.0
115,5.0,5.0,5.0,15.0,5.0,11.0,5.0,17.0,5.0,22.0,5.0,5.0,5.0,37.0,5.0,1.0
116,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,20.0,5.0,0.0,5.0,37.0,5.0,37.0
117,0.0,5.0,0.0,5.0,0.0,6.0,0.0,7.0,0.0,17.0,0.0,5.0,0.0,37.0,0.0,1.0
118,10.0,5.0,10.0,5.0,10.0,10.0,10.0,17.0,10.0,8.0,10.0,5.0,10.0,37.0,10.0,37.0
119,5.0,0.0,5.0,5.0,5.0,20.0,5.0,17.0,5.0,4.0,5.0,11.0,5.0,1.0,5.0,5.0
120,5.0,5.0,5.0,5.0,5.0,14.0,5.0,3.0,5.0,37.0,5.0,12.0,5.0,45.0,5.0,37.0
121,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,32.0,5.0,42.0
122,5.0,5.0,5.0,5.0,5.0,2.0,5.0,35.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
123,5.0,5.0,5.0,5.0,5.0,1.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,0.0
124,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,48.0
125,5.0,12.0,5.0,5.0,5.0,4.0,5.0,13.0,5.0,17.0,5.0,0.0,5.0,0.0,5.0,37.0
126,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,23.0,5.0,5.0,5.0,38.0,5.0,17.0
127,5.0,16.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,37.0
128,5.0,5.0,5.0,5.0,5.0,7.0,5.0,9.0,5.0,35.0,5.0,5.0,5.0,37.0,5.0,37.0
129,5.0,5.0,5.0,5.0,5.0,11.0,5.0,17.0,5.0,22.0,5.0,5.0,5.0,37.0,5.0,17.0
130,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,5.0,5.0,37.0,5.0,3.0
131,5.0,5.0,5.0,5.0,5.0,2.0,5.0,14.0,5.0,22.0,5.0,10.0,5.0,37.0,5.0,0.0
132,5.0,0.0,5.0,15.0,5.0,7.0,5.0,14.0,5.0,17.0,5.0,2.0,5.0,39.0,5.0,3.0
133,5.0,5.0,5.0,5.0,5.0,21.0,5.0,12.0,5.0,17.0,5.0,2.0,5.0,49.0,5.0,0.0
134,5.0,15.0,5.0,5.0,5.0,7.0,5.0,13.0,5.0,15.0,5.0,2.0,5.0,58.0,5.0,1.0
135,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,2.0,5.0,38.0,5.0,3.0
136,5.0,5.0,5.0,5.0,5.0,10.0,5.0,12.0,5.0,17.0,5.0,2.0,5.0,53.0,5.0,3.0
137,0.0,5.0,0.0,10.0,0.0,7.0,0.0,22.0,0.0,17.0,0.0,2.0,0.0,58.0,0.0,2.0
138,5.0,5.0,5.0,0.0,5.0,7.0,5.0,17.0,5.0,37.0,5.0,1.0,5.0,58.0,5.0,3.0
139,5.0,5.0,5.0,15.0,5.0,9.0,5.0,7.0,5.0,17.0,5.0,2.0,5.0,0.0,5.0,3.0
140,10.0,5.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,17.0,10.0,0.0,10.0,38.0,10.0,3.0
141,5.0,5.0,5.0,5.0,5.0,6.0,5.0,23.0,5.0,17.0,5.0,1.0,5.0,58.0,5.0,3.0
142,5.0,0.0,5.0,10.0,5.0,7.0,5.0,17.0,5.0,23.0,5.0,2.0,5.0,57.0,5.0,3.0
143,5.0,29.0,5.0,5.0,5.0,7.0,5.0,34.0,5.0,1.0,5.0,2.0,5.0,63.0,5.0,3.0
144,5.0,5.0,5.0,5.0,5.0,7.0,5.0,12.0,5.0,5.0,5.0,2.0,5.0,53.0,5.0,3.0
145,10.0,14.0,10.0,5.0,10.0,7.0,10.0,17.0,10.0,17.0,10.0,2.0,10.0,58.0,10.0,2.0
146,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,18.0,5.0,2.0,5.0,54.0,5.0,0.0
147,8.0,5.0,8.0,5.0,8.0,7.0,8.0,18.0,8.0,17.0,8.0,2.0,8.0,58.0,8.0,3.0
148,19.0,15.0,19.0,5.0,19.0,3.0,19.0,23.0,19.0,22.0,19.0,2.0,19.0,37.0,19.0,6.0
149,5.0,10.0,5.0,1.0,5.0,7.0,5.0,17.0,5.0,22.0,5.0,11.0,5.0,32.0,5.0,3.0
150,5.0,4.0,5.0,5.0,5.0,7.0,5.0,37.0,5.0,23.0,5.0,1.0,5.0,37.0,5.0,3.0
151,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,2.0,5.0,38.0,5.0,3.0
152,15.0,0.0,15.0,5.0,15.0,1.0,15.0,21.0,15.0,17.0,15.0,2.0,15.0,37.0,15.0,3.0
153,5.0,5.0,5.0,5.0,5.0,10.0,5.0,12.0,5.0,18.0,5.0,1.0,5.0,37.0,5.0,3.0
154,5.0,5.0,5.0,0.0,5.0,7.0,5.0,6.0,5.0,16.0,5.0,2.0,5.0,42.0,5.0,3.0
155,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,3.0,5.0,2.0,5.0,37.0,5.0,2.0
156,5.0,14.0,5.0,10.0,5.0,7.0,5.0,21.0,5.0,17.0,5.0,1.0,5.0,37.0,5.0,3.0
157,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,17.0,5.0,25.0,5.0,25.0,5.0,12.0
158,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,17.0,5.0,6.0,5.0,37.0,5.0,4.0
159,5.0,12.0,5.0,10.0,5.0,7.0,5.0,17.0,5.0,0.0,5.0,2.0,5.0,37.0,5.0,3.0
160,5.0,10.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,17.0,5.0,2.0,5.0,32.0,5.0,3.0
161,0.0,5.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,4.0,0.0,2.0,0.0,34.0,0.0,3.0
162,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,11.0,5.0,7.0,5.0,3.0
163,5.0,0.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,25.0,5.0,3.0
164,10.0,5.0,10.0,5.0,10.0,5.0,10.0,17.0,10.0,5.0,10.0,2.0,10.0,37.0,10.0,3.0
165,5.0,5.0,5.0,0.0,5.0,1.0,5.0,8.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,3.0
166,5.0,10.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,4.0,5.0,2.0,5.0,19.0,5.0,0.0
167,9.0,4.0,9.0,5.0,9.0,2.0,9.0,22.0,9.0,5.0,9.0,2.0,9.0,37.0,9.0,5.0
168,5.0,5.0,5.0,5.0,5.0,7.0,5.0,1.0,5.0,5.0,5.0,25.0,5.0,51.0,5.0,3.0
169,0.0,5.0,0.0,5.0,0.0,20.0,0.0,6.0,0.0,7.0,0.0,2.0,0.0,37.0,0.0,3.0
170,15.0,5.0,15.0,5.0,15.0,21.0,15.0,17.0,15.0,5.0,15.0,2.0,15.0,12.0,15.0,3.0
171,5.0,0.0,5.0,5.0,5.0,15.0,5.0,17.0,5.0,5.0,5.0,6.0,5.0,37.0,5.0,0.0
172,10.0,5.0,10.0,16.0,10.0,21.0,10.0,17.0,10.0,15.0,10.0,2.0,10.0,37.0,10.0,0.0
173,5.0,0.0,5.0,4.0,5.0,21.0,5.0,19.0,5.0,0.0,5.0,2.0,5.0,28.0,5.0,4.0
174,16.0,10.0,16.0,10.0,16.0,21.0,16.0,17.0,16.0,0.0,16.0,2.0,16.0,37.0,16.0,3.0
175,5.0,5.0,5.0,5.0,5.0,21.0,5.0,17.0,5.0,5.0,5.0,0.0,5.0,37.0,5.0,0.0
176,17.0,5.0,17.0,5.0,17.0,21.0,17.0,17.0,17.0,20.0,17.0,2.0,17.0,41.0,17.0,5.0
177,0.0,5.0,0.0,5.0,0.0,21.0,0.0,17.0,0.0,5.0,0.0,2.0,0.0,37.0,0.0,3.0
178,5.0,5.0,5.0,5.0,5.0,21.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,3.0
179,5.0,5.0,5.0,1.0,5.0,21.0,5.0,17.0,5.0,10.0,5.0,2.0,5.0,31.0,5.0,3.0
180,15.0,10.0,15.0,5.0,15.0,10.0,15.0,12.0,15.0,15.0,15.0,2.0,15.0,37.0,15.0,2.0
181,5.0,17.0,5.0,5.0,5.0,21.0,5.0,43.0,5.0,5.0,5.0,1.0,5.0,39.0,5.0,0.0
182,5.0,17.0,5.0,5.0,5.0,6.0,5.0,12.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,11.0
183,5.0,17.0,5.0,5.0,5.0,21.0,5.0,18.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,0.0
184,5.0,17.0,5.0,5.0,5.0,16.0,5.0,27.0,5.0,5.0,5.0,6.0,5.0,38.0,5.0,0.0
185,1.0,17.0,1.0,5.0,1.0,25.0,1.0,50.0,1.0,5.0,1.0,2.0,1.0,37.0,1.0,2.0
186,5.0,17.0,5.0,5.0,5.0,7.0,5.0,12.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,3.0
187,10.0,17.0,10.0,6.0,10.0,1.0,10.0,17.0,10.0,5.0,10.0,10.0,10.0,37.0,10.0,3.0
188,5.0,17.0,5.0,10.0,5.0,7.0,5.0,22.0,5.0,5.0,5.0,0.0,5.0,29.0,5.0,3.0
189,5.0,17.0,5.0,5.0,5.0,7.0,5.0,20.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,0.0
190,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,10.0,5.0,12.0,5.0,8.0,5.0,3.0
191,5.0,9.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,33.0
192,5.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,37.0,5.0,0.0
193,0.0,5.0,0.0,5.0,0.0,7.0,0.0,37.0,0.0,9.0,0.0,2.0,0.0,42.0,0.0,3.0
194,20.0,5.0,20.0,5.0,20.0,7.0,20.0,5.0,20.0,10.0,20.0,2.0,20.0,9.0,20.0,3.0
195,5.0,5.0,5.0,10.0,5.0,11.0,5.0,17.0,5.0,5.0,5.0,5.0,5.0,37.0,5.0,1.0
196,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,22.0,5.0,2.0
197,10.0,4.0,10.0,5.0,10.0,7.0,10.0,17.0,10.0,5.0,10.0,2.0,10.0,37.0,10.0,15.0
198,15.0,3.0,15.0,6.0,15.0,7.0,15.0,17.0,15.0,5.0,15.0,12.0,15.0,37.0,15.0,15.0
199,5.0,4.0,5.0,5.0,5.0,0.0,5.0,23.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,41.0
200,10.0,5.0,10.0,5.0,10.0,1.0,10.0,17.0,10.0,5.0,10.0,2.0,10.0,37.0,10.0,1.0
201,5.0,5.0,5.0,0.0,5.0,7.0,5.0,35.0,5.0,5.0,5.0,7.0,5.0,37.0,5.0,2.0
202,5.0,5.0,5.0,5.0,5.0,7.0,5.0,22.0,5.0,9.0,5.0,1.0,5.0,33.0,5.0,3.0
203,5.0,11.0,5.0,5.0,5.0,11.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,0.0,5.0,3.0
204,1.0,5.0,1.0,10.0,1.0,7.0,1.0,22.0,1.0,5.0,1.0,2.0,1.0,37.0,1.0,5.0
205,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,10.0,5.0,2.0,5.0,0.0,5.0,3.0
206,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,1.0
207,5.0,5.0,5.0,5.0,5.0,6.0,5.0,15.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,3.0
208,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,3.0
209,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,6.0,5.0,2.0,5.0,33.0,5.0,0.0
210,5.0,5.0,5.0,5.0,5.0,7.0,5.0,17.0,5.0,5.0,5.0,2.0,5.0,37.0,5.0,3.0
